Plugin,PT,QE,On_spikes,Off_spikes,baseline,Var_on_spikes,Var_off_spikes,Coeff_var_on,Coeff_var_off,Bias_index,Contrast,x_coord,y_coord
1.0,0.8076406612148048,1.0031938602366886,2105.0,206.0,23.75,92.69540229885058,14.395402298850575,0.1349076642006999,0.5432557216907876,0.6172925064191681,-255.0,58.116825103759766,35.799217224121094
